1,2,3,4,5,6,7,8,9,10
07/26-22:21:55.212062, 987807, TCP, stream_tcp, 16377, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:21:55.758268, 987875, TCP, stream_tcp, 16366, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:21:57.513345, 987925, TCP, stream_tcp, 16338, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:21:58.132723, 987987, TCP, stream_tcp, 16382, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:21:58.855079, 988068, TCP, stream_tcp, 16359, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:21:59.433602, 988134, TCP, stream_tcp, 16419, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:00.210442, 988187, TCP, stream_tcp, 16398, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:00.674295, 988252, TCP, stream_tcp, 16332, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:01.109833, 988302, TCP, stream_tcp, 16411, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:01.580373, 988345, TCP, stream_tcp, 16433, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:02.008587, 988395, TCP, stream_tcp, 16348, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:02.495755, 988442, TCP, stream_tcp, 16433, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:02.997610, 988480, TCP, stream_tcp, 16330, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:03.408462, 988536, TCP, stream_tcp, 16377, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:04.142596, 988584, TCP, stream_tcp, 16351, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:04.668811, 988630, TCP, stream_tcp, 16378, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:05.039341, 988677, TCP, stream_tcp, 16397, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:05.461472, 988707, TCP, stream_tcp, 12706, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:05.878237, 988709, TCP, stream_tcp, 326, C2S, 10.0.0.45:65302, 87.248.221.254:80, 1:29957:6, allow
07/26-22:22:05.931311, 988752, TCP, stream_tcp, 16334, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:06.434612, 988794, TCP, stream_tcp, 16334, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:06.894031, 988836, TCP, stream_tcp, 16382, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:07.399945, 988891, TCP, stream_tcp, 16397, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:08.045594, 988937, TCP, stream_tcp, 16362, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:08.635219, 988992, TCP, stream_tcp, 16336, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:10.355234, 989037, TCP, stream_tcp, 16327, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:11.196847, 989085, TCP, stream_tcp, 16356, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:11.980095, 989140, TCP, stream_tcp, 16439, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:13.488294, 989187, TCP, stream_tcp, 16333, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:14.221296, 989245, TCP, stream_tcp, 16375, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:15.358432, 989292, TCP, stream_tcp, 16409, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:15.807968, 989335, TCP, stream_tcp, 16338, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:16.371323, 989377, TCP, stream_tcp, 16360, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:16.826459, 989428, TCP, stream_tcp, 16413, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:17.307807, 989470, TCP, stream_tcp, 16382, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:17.908536, 989512, TCP, stream_tcp, 16402, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:18.300190, 989558, TCP, stream_tcp, 16377, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:18.667601, 989614, TCP, stream_tcp, 16366, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:19.053004, 989685, TCP, stream_tcp, 16382, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:19.483612, 989732, TCP, stream_tcp, 16399, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:19.809149, 989764, TCP, stream_tcp, 16338, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:20.200497, 989816, TCP, stream_tcp, 16372, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:20.590386, 989858, TCP, stream_tcp, 16388, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:20.909787, 989902, TCP, stream_tcp, 16326, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:21.438184, 989950, TCP, stream_tcp, 16411, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:21.894239, 990000, TCP, stream_tcp, 16340, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:23.882098, 990055, TCP, stream_tcp, 16348, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:25.891576, 990103, TCP, stream_tcp, 16424, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:27.246862, 990152, TCP, stream_tcp, 16330, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:28.116224, 990198, TCP, stream_tcp, 16377, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:28.945336, 990245, TCP, stream_tcp, 16424, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:29.454490, 990296, TCP, stream_tcp, 16351, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:30.320906, 990349, TCP, stream_tcp, 16397, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:30.805329, 990387, TCP, stream_tcp, 16408, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:31.063544, 990429, TCP, stream_tcp, 16334, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:31.387850, 990470, TCP, stream_tcp, 16334, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:31.944632, 990491, TCP, stream_tcp, 9619, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:32.258639, 990497, TCP, stream_tcp, 326, C2S, 10.0.0.45:65302, 87.248.221.254:80, 1:29957:6, allow
07/26-22:22:32.301959, 990558, TCP, stream_tcp, 16397, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:33.015953, 990610, TCP, stream_tcp, 16362, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:34.144530, 990653, TCP, stream_tcp, 16337, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:34.919119, 990700, TCP, stream_tcp, 16336, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:35.498949, 990747, TCP, stream_tcp, 16349, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:36.134028, 990793, TCP, stream_tcp, 16356, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:37.085848, 990840, TCP, stream_tcp, 16439, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:37.719300, 990888, TCP, stream_tcp, 16333, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:38.373073, 990930, TCP, stream_tcp, 16375, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:38.792914, 990984, TCP, stream_tcp, 16409, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:39.175842, 991029, TCP, stream_tcp, 16360, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:39.600462, 991072, TCP, stream_tcp, 16413, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:39.915583, 991114, TCP, stream_tcp, 16344, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:40.242652, 991161, TCP, stream_tcp, 16382, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:40.744186, 991204, TCP, stream_tcp, 16402, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:41.165936, 991249, TCP, stream_tcp, 16343, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:43.285351, 991301, TCP, stream_tcp, 16408, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:44.651481, 991341, TCP, stream_tcp, 16382, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:45.135774, 991385, TCP, stream_tcp, 16390, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:45.647472, 991438, TCP, stream_tcp, 16359, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:47.388771, 991528, TCP, stream_tcp, 16419, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:49.745538, 991587, TCP, stream_tcp, 16388, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:50.592207, 991648, TCP, stream_tcp, 16326, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:51.695008, 991694, TCP, stream_tcp, 16340, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:52.229843, 991742, TCP, stream_tcp, 16433, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:53.128980, 991789, TCP, stream_tcp, 16348, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:53.811894, 991838, TCP, stream_tcp, 16424, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:54.383275, 991884, TCP, stream_tcp, 16408, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:54.983348, 991953, TCP, stream_tcp, 16408, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:56.017235, 991993, TCP, stream_tcp, 16397, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:56.433091, 992042, TCP, stream_tcp, 16408, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:56.970439, 992087, TCP, stream_tcp, 16411, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:57.452270, 992135, TCP, stream_tcp, 16357, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:58.026471, 992180, TCP, stream_tcp, 16397, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:58.680341, 992228, TCP, stream_tcp, 16413, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:59.163253, 992277, TCP, stream_tcp, 16337, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:22:59.898738, 992324, TCP, stream_tcp, 16428, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:00.503201, 992357, TCP, stream_tcp, 11086, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:00.901728, 992358, TCP, stream_tcp, 326, C2S, 10.0.0.45:65302, 87.248.221.254:80, 1:29957:6, allow
07/26-22:23:00.948976, 992401, TCP, stream_tcp, 16372, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:01.310423, 992447, TCP, stream_tcp, 16433, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:02.009930, 992492, TCP, stream_tcp, 16333, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:02.480596, 992541, TCP, stream_tcp, 16375, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:02.892198, 992587, TCP, stream_tcp, 16409, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:03.255010, 992628, TCP, stream_tcp, 16338, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:03.588876, 992686, TCP, stream_tcp, 16388, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:04.175285, 992740, TCP, stream_tcp, 16382, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:05.954457, 992795, TCP, stream_tcp, 16402, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:07.133465, 992849, TCP, stream_tcp, 16377, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:08.339513, 992896, TCP, stream_tcp, 16408, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:08.996320, 992950, TCP, stream_tcp, 16338, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:10.225020, 992999, TCP, stream_tcp, 16390, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:11.118680, 993042, TCP, stream_tcp, 16359, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:11.918332, 993089, TCP, stream_tcp, 16419, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:12.456639, 993136, TCP, stream_tcp, 16398, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:13.097828, 993194, TCP, stream_tcp, 16332, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:13.602667, 993236, TCP, stream_tcp, 16411, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:14.022411, 993275, TCP, stream_tcp, 16340, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:14.939129, 993329, TCP, stream_tcp, 16430, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:15.358576, 993380, TCP, stream_tcp, 16348, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:15.710819, 993417, TCP, stream_tcp, 16433, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:16.101531, 993461, TCP, stream_tcp, 16330, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:16.441473, 993520, TCP, stream_tcp, 16377, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:17.156889, 993567, TCP, stream_tcp, 16424, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:17.997977, 993623, TCP, stream_tcp, 16362, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:19.616458, 993668, TCP, stream_tcp, 16408, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:20.773968, 993715, TCP, stream_tcp, 16411, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:21.356288, 993763, TCP, stream_tcp, 16357, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:21.907213, 993819, TCP, stream_tcp, 16382, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:22.430941, 993858, TCP, stream_tcp, 16413, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:22.841181, 993905, TCP, stream_tcp, 16362, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:23.357567, 993952, TCP, stream_tcp, 16336, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:23.990118, 993998, TCP, stream_tcp, 16349, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:24.514761, 994044, TCP, stream_tcp, 16372, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:25.050939, 994094, TCP, stream_tcp, 16433, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:25.832179, 994133, TCP, stream_tcp, 16333, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:26.182262, 994144, TCP, stream_tcp, 4372, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:26.537881, 994147, TCP, stream_tcp, 326, C2S, 10.0.0.45:65302, 87.248.221.254:80, 1:29957:6, allow
07/26-22:23:26.862162, 994230, TCP, stream_tcp, 16345, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:28.003720, 994266, TCP, stream_tcp, 16388, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:28.526584, 994309, TCP, stream_tcp, 16413, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:29.044805, 994356, TCP, stream_tcp, 16344, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:29.551406, 994402, TCP, stream_tcp, 16341, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:30.118985, 994443, TCP, stream_tcp, 16343, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:30.492666, 994494, TCP, stream_tcp, 16377, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:31.007098, 994551, TCP, stream_tcp, 16338, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:31.385991, 994586, TCP, stream_tcp, 16390, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:32.117821, 994636, TCP, stream_tcp, 16399, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:32.684818, 994680, TCP, stream_tcp, 16419, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:33.398740, 994721, TCP, stream_tcp, 16372, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:33.866694, 994771, TCP, stream_tcp, 16398, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:34.697125, 994819, TCP, stream_tcp, 16332, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:35.057724, 994862, TCP, stream_tcp, 16411, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:35.927783, 994908, TCP, stream_tcp, 16340, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:36.776571, 994955, TCP, stream_tcp, 16430, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:37.606511, 995001, TCP, stream_tcp, 16433, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:38.243743, 995051, TCP, stream_tcp, 16424, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:38.676927, 995097, TCP, stream_tcp, 16408, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:39.524800, 995155, TCP, stream_tcp, 16424, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:41.866153, 995201, TCP, stream_tcp, 16378, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:42.517250, 995254, TCP, stream_tcp, 16397, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:43.323440, 995305, TCP, stream_tcp, 16411, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:44.072164, 995368, TCP, stream_tcp, 16357, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:46.963078, 995405, TCP, stream_tcp, 16334, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:47.534965, 995446, TCP, stream_tcp, 16397, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:47.998172, 995499, TCP, stream_tcp, 16362, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:48.477945, 995544, TCP, stream_tcp, 16336, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:49.280086, 995584, TCP, stream_tcp, 16349, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:49.706405, 995628, TCP, stream_tcp, 16356, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:50.210310, 995673, TCP, stream_tcp, 16372, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:50.665248, 995718, TCP, stream_tcp, 16433, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:51.362332, 995777, TCP, stream_tcp, 16342, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:52.861867, 995820, TCP, stream_tcp, 16409, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:53.348441, 995867, TCP, stream_tcp, 16338, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:53.939266, 995927, TCP, stream_tcp, 16413, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:54.557303, 995955, TCP, stream_tcp, 13219, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:54.910423, 995957, TCP, stream_tcp, 326, C2S, 10.0.0.45:65302, 87.248.221.254:80, 1:29957:6, allow
07/26-22:23:54.960137, 996010, TCP, stream_tcp, 16341, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:55.553630, 996054, TCP, stream_tcp, 16343, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:55.966372, 996102, TCP, stream_tcp, 16377, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:56.542469, 996149, TCP, stream_tcp, 16408, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:57.095575, 996196, TCP, stream_tcp, 16382, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:57.533104, 996239, TCP, stream_tcp, 16399, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:58.075158, 996289, TCP, stream_tcp, 16338, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:58.999111, 996345, TCP, stream_tcp, 16372, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:59.434547, 996393, TCP, stream_tcp, 16388, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:23:59.810646, 996440, TCP, stream_tcp, 16326, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:24:00.596169, 996489, TCP, stream_tcp, 16340, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:24:01.112119, 996543, TCP, stream_tcp, 16433, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:24:01.613228, 996597, TCP, stream_tcp, 16348, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:24:03.304773, 996650, TCP, stream_tcp, 16330, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:24:05.636710, 996706, TCP, stream_tcp, 16377, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:24:08.278697, 996750, TCP, stream_tcp, 16424, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:24:08.929738, 996806, TCP, stream_tcp, 16351, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:24:09.453518, 996851, TCP, stream_tcp, 16362, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:24:09.902769, 996899, TCP, stream_tcp, 16408, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:24:10.309695, 996941, TCP, stream_tcp, 16334, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:24:10.891959, 996990, TCP, stream_tcp, 16357, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:24:11.546409, 997039, TCP, stream_tcp, 16382, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:24:12.208463, 997080, TCP, stream_tcp, 16397, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
07/26-22:24:12.584230, 997123, TCP, stream_tcp, 16362, S2C, 87.248.221.254:80, 10.0.0.45:65302, 1:38124:4, allow
