1,2,3,4,5,6,7,8,9,10
07/26-14:04:30.257478, 514719, TCP, stream_tcp, 16330, S2C, 54.240.166.130:80, 10.0.0.45:56174, 1:44416:3, allow
07/26-14:04:30.188645, 514720, TCP, stream_tcp, 16433, S2C, 54.240.166.130:80, 10.0.0.45:56244, 1:44416:3, allow
07/26-14:04:30.244186, 514733, TCP, stream_tcp, 16348, S2C, 54.240.166.130:80, 10.0.0.45:56243, 1:44416:3, allow
07/26-14:04:30.254817, 514743, TCP, stream_tcp, 16424, S2C, 54.240.166.130:80, 10.0.0.45:56172, 1:44416:3, allow
07/26-14:04:30.318474, 514759, TCP, stream_tcp, 4109, S2C, 54.240.166.130:80, 10.0.0.45:56172, 1:44416:3, allow
07/26-14:04:30.265289, 514767, TCP, stream_tcp, 16408, S2C, 54.240.166.130:80, 10.0.0.45:56174, 1:44416:3, allow
07/26-14:04:30.265766, 514775, TCP, stream_tcp, 16377, S2C, 54.240.166.130:80, 10.0.0.45:56244, 1:44416:3, allow
07/26-14:04:30.330360, 514824, TCP, stream_tcp, 16378, S2C, 54.240.166.130:80, 10.0.0.45:56244, 1:44416:3, allow
07/26-14:04:30.304773, 514826, TCP, stream_tcp, 16408, S2C, 54.240.166.130:80, 10.0.0.45:56243, 1:44416:3, allow
07/26-14:04:30.353731, 514828, TCP, stream_tcp, 16397, S2C, 54.240.166.130:80, 10.0.0.45:56243, 1:44416:3, allow
07/26-14:04:30.325430, 514829, TCP, stream_tcp, 16351, S2C, 54.240.166.130:80, 10.0.0.45:56174, 1:44416:3, allow
07/26-14:04:30.372948, 514832, TCP, stream_tcp, 16411, S2C, 54.240.166.130:80, 10.0.0.45:56174, 1:44416:3, allow
07/26-14:04:30.361493, 514889, TCP, stream_tcp, 16408, S2C, 54.240.166.130:80, 10.0.0.45:56243, 1:44416:3, allow
07/26-14:04:30.345065, 514893, TCP, stream_tcp, 16362, S2C, 54.240.166.130:80, 10.0.0.45:56244, 1:44416:3, allow
07/26-14:04:30.474527, 514893, TCP, stream_tcp, 8949, S2C, 54.240.166.130:80, 10.0.0.45:56244, 1:44416:3, allow
07/26-14:04:30.383705, 514895, TCP, stream_tcp, 16334, S2C, 54.240.166.130:80, 10.0.0.45:56174, 1:44416:3, allow
07/26-14:04:30.482234, 514896, TCP, stream_tcp, 16382, S2C, 54.240.166.130:80, 10.0.0.45:56174, 1:44416:3, allow
07/26-14:04:30.469244, 514939, TCP, stream_tcp, 16357, S2C, 54.240.166.130:80, 10.0.0.45:56243, 1:44416:3, allow
07/26-14:04:30.533942, 514943, TCP, stream_tcp, 16413, S2C, 54.240.166.130:80, 10.0.0.45:56243, 1:44416:3, allow
07/26-14:04:30.487937, 514945, TCP, stream_tcp, 16397, S2C, 54.240.166.130:80, 10.0.0.45:56174, 1:44416:3, allow
07/26-14:04:30.540034, 514968, TCP, stream_tcp, 16362, S2C, 54.240.166.130:80, 10.0.0.45:56243, 1:44416:3, allow
07/26-14:04:30.599510, 514975, TCP, stream_tcp, 16336, S2C, 54.240.166.130:80, 10.0.0.45:56243, 1:44416:3, allow
07/26-14:04:30.548334, 514998, TCP, stream_tcp, 16337, S2C, 54.240.166.130:80, 10.0.0.45:56174, 1:44416:3, allow
07/26-14:04:30.553127, 515014, TCP, stream_tcp, 16349, S2C, 54.240.166.130:80, 10.0.0.45:56174, 1:44416:3, allow
07/26-14:04:30.618990, 515016, TCP, stream_tcp, 16327, S2C, 54.240.166.130:80, 10.0.0.45:56174, 1:44416:3, allow
07/26-14:04:30.630695, 515040, TCP, stream_tcp, 16372, S2C, 54.240.166.130:80, 10.0.0.45:56244, 1:44416:3, allow
07/26-14:04:30.602782, 515042, TCP, stream_tcp, 16428, S2C, 54.240.166.130:80, 10.0.0.45:56243, 1:44416:3, allow
07/26-14:04:30.623678, 515064, TCP, stream_tcp, 16356, S2C, 54.240.166.130:80, 10.0.0.45:56174, 1:44416:3, allow
07/26-14:04:30.677316, 515064, TCP, stream_tcp, 5683, S2C, 54.240.166.130:80, 10.0.0.45:56174, 1:44416:3, allow
07/26-14:04:30.637774, 515079, TCP, stream_tcp, 16439, S2C, 54.240.166.130:80, 10.0.0.45:56244, 1:44416:3, allow
07/26-14:04:30.646291, 515088, TCP, stream_tcp, 16433, S2C, 54.240.166.130:80, 10.0.0.45:56243, 1:44416:3, allow
07/26-14:04:30.699548, 515110, TCP, stream_tcp, 16375, S2C, 54.240.166.130:80, 10.0.0.45:56243, 1:44416:3, allow
07/26-14:04:30.707258, 515110, TCP, stream_tcp, 3813, S2C, 54.240.166.130:80, 10.0.0.45:56243, 1:44416:3, allow
07/26-14:04:30.697249, 515113, TCP, stream_tcp, 16342, S2C, 54.240.166.130:80, 10.0.0.45:56244, 1:44416:3, allow
07/26-14:04:30.711468, 515127, TCP, stream_tcp, 12622, S2C, 54.240.166.130:80, 10.0.0.45:56244, 1:44416:3, allow
07/26-14:04:31.061257, 515187, TCP, stream_tcp, 16344, S2C, 54.240.166.130:80, 10.0.0.45:56244, 1:44416:3, allow
07/26-14:04:31.075312, 515234, TCP, stream_tcp, 16341, S2C, 54.240.166.130:80, 10.0.0.45:56243, 1:44416:3, allow
07/26-14:04:31.080268, 515238, TCP, stream_tcp, 16402, S2C, 54.240.166.130:80, 10.0.0.45:56243, 1:44416:3, allow
07/26-14:04:31.086389, 515250, TCP, stream_tcp, 16377, S2C, 54.240.166.130:80, 10.0.0.45:56174, 1:44416:3, allow
07/26-14:04:31.093171, 515255, TCP, stream_tcp, 16366, S2C, 54.240.166.130:80, 10.0.0.45:56174, 1:44416:3, allow
07/26-14:04:31.098738, 515282, TCP, stream_tcp, 16338, S2C, 54.240.166.130:80, 10.0.0.45:56173, 1:44416:3, allow
07/26-14:04:31.108864, 515284, TCP, stream_tcp, 16390, S2C, 54.240.166.130:80, 10.0.0.45:56171, 1:44416:3, allow
07/26-14:04:31.067278, 515291, TCP, stream_tcp, 16382, S2C, 54.240.166.130:80, 10.0.0.45:56244, 1:44416:3, allow
07/26-14:04:31.084522, 515318, TCP, stream_tcp, 16343, S2C, 54.240.166.130:80, 10.0.0.45:56243, 1:44416:3, allow
07/26-14:04:31.112250, 515365, TCP, stream_tcp, 16399, S2C, 54.240.166.130:80, 10.0.0.45:56171, 1:44416:3, allow
07/26-14:04:31.133058, 515370, TCP, stream_tcp, 16359, S2C, 54.240.166.130:80, 10.0.0.45:56244, 1:44416:3, allow
07/26-14:04:31.143221, 515378, TCP, stream_tcp, 14106, S2C, 54.240.166.130:80, 10.0.0.45:56243, 1:44416:3, allow
07/26-14:04:31.098269, 515412, TCP, stream_tcp, 16408, S2C, 54.240.166.130:80, 10.0.0.45:56174, 1:44416:3, allow
07/26-14:04:31.160846, 515413, TCP, stream_tcp, 16028, S2C, 54.240.166.130:80, 10.0.0.45:56174, 1:44416:3, allow
07/26-14:04:31.174166, 515425, TCP, stream_tcp, 16419, S2C, 54.240.166.130:80, 10.0.0.45:56171, 1:44416:3, allow
07/26-14:04:31.187661, 515441, TCP, stream_tcp, 16372, S2C, 54.240.166.130:80, 10.0.0.45:56244, 1:44416:3, allow
07/26-14:04:31.237467, 515467, TCP, stream_tcp, 16332, S2C, 54.240.166.130:80, 10.0.0.45:56244, 1:44416:3, allow
07/26-14:04:31.108154, 515470, TCP, stream_tcp, 16382, S2C, 54.240.166.130:80, 10.0.0.45:56173, 1:44416:3, allow
07/26-14:04:31.229572, 515489, TCP, stream_tcp, 16388, S2C, 54.240.166.130:80, 10.0.0.45:56171, 1:44416:3, allow
07/26-14:04:31.286664, 515499, TCP, stream_tcp, 16340, S2C, 54.240.166.130:80, 10.0.0.45:56171, 1:44416:3, allow
07/26-14:04:31.243243, 515519, TCP, stream_tcp, 16411, S2C, 54.240.166.130:80, 10.0.0.45:56244, 1:44416:3, allow
07/26-14:04:31.196113, 515524, TCP, stream_tcp, 16380, S2C, 54.240.166.130:80, 10.0.0.45:56173, 1:44416:3, allow
07/26-14:04:31.304245, 515560, TCP, stream_tcp, 7679, S2C, 23.62.237.88:80, 10.0.0.45:56165, 1:17494:10, allow
07/26-14:04:31.304483, 515560, TCP, stream_tcp, 8731, S2C, 23.62.237.88:80, 10.0.0.45:56165, 1:17494:10, allow
07/26-14:04:31.305686, 515560, TCP, stream_tcp, 6771, S2C, 23.62.237.88:80, 10.0.0.45:56165, 1:17494:10, allow
07/26-14:04:31.305924, 515560, TCP, stream_tcp, 7674, S2C, 23.62.237.88:80, 10.0.0.45:56165, 1:13974:13, allow
07/26-14:04:31.305924, 515560, TCP, stream_tcp, 7674, S2C, 23.62.237.88:80, 10.0.0.45:56165, 1:17494:10, allow
07/26-14:04:31.306160, 515574, TCP, stream_tcp, 7379, S2C, 23.62.237.88:80, 10.0.0.45:56165, 1:17494:10, allow
07/26-14:04:31.295827, 515584, TCP, stream_tcp, 16430, S2C, 54.240.166.130:80, 10.0.0.45:56244, 1:44416:3, allow
07/26-14:04:31.318789, 515589, TCP, stream_tcp, 16334, S2C, 54.240.166.130:80, 10.0.0.45:56243, 1:44416:3, allow
07/26-14:04:31.290681, 515632, TCP, stream_tcp, 4735, S2C, 54.240.166.130:80, 10.0.0.45:56171, 1:44416:3, allow
07/26-14:04:31.315441, 515635, TCP, stream_tcp, 16411, S2C, 54.240.166.130:80, 10.0.0.45:56244, 1:44416:3, allow
07/26-14:04:31.300373, 515638, TCP, stream_tcp, 16348, S2C, 54.240.166.130:80, 10.0.0.45:56173, 1:44416:3, allow
07/26-14:04:31.353185, 515667, TCP, stream_tcp, 14942, S2C, 54.240.166.130:80, 10.0.0.45:56244, 1:44416:3, allow
07/26-14:04:31.425283, 515802, TCP, stream_tcp, 16433, S2C, 54.240.166.130:80, 10.0.0.45:56171, 1:44416:3, allow
07/26-14:04:31.324351, 515805, TCP, stream_tcp, 16357, S2C, 54.240.166.130:80, 10.0.0.45:56243, 1:44416:3, allow
07/26-14:04:31.380537, 515805, TCP, stream_tcp, 16348, S2C, 54.240.166.130:80, 10.0.0.45:56243, 1:44416:3, allow
07/26-14:04:31.392019, 515808, TCP, stream_tcp, 16433, S2C, 54.240.166.130:80, 10.0.0.45:56243, 1:44416:3, allow
07/26-14:04:31.362561, 515811, TCP, stream_tcp, 16439, S2C, 54.240.166.130:80, 10.0.0.45:56173, 1:44416:3, allow
07/26-14:04:31.511678, 515831, TCP, stream_tcp, 16330, S2C, 54.240.166.130:80, 10.0.0.45:56173, 1:44416:3, allow
07/26-14:04:31.430494, 515860, TCP, stream_tcp, 16430, S2C, 54.240.166.130:80, 10.0.0.45:56171, 1:44416:3, allow
07/26-14:04:31.593059, 515862, TCP, stream_tcp, 16408, S2C, 54.240.166.130:80, 10.0.0.45:56171, 1:44416:3, allow
07/26-14:04:31.362790, 515865, TCP, stream_tcp, 16433, S2C, 54.240.166.130:80, 10.0.0.45:56174, 1:44416:3, allow
07/26-14:04:31.443032, 515879, TCP, stream_tcp, 16424, S2C, 54.240.166.130:80, 10.0.0.45:56243, 1:44416:3, allow
07/26-14:04:31.586551, 515883, TCP, stream_tcp, 16377, S2C, 54.240.166.130:80, 10.0.0.45:56173, 1:44416:3, allow
07/26-14:04:31.597452, 515894, TCP, stream_tcp, 16424, S2C, 54.240.166.130:80, 10.0.0.45:56171, 1:44416:3, allow
07/26-14:04:31.657468, 515910, TCP, stream_tcp, 16397, S2C, 54.240.166.130:80, 10.0.0.45:56171, 1:44416:3, allow
07/26-14:04:31.644848, 515947, TCP, stream_tcp, 16362, S2C, 54.240.166.130:80, 10.0.0.45:56173, 1:44416:3, allow
07/26-14:04:31.665406, 515957, TCP, stream_tcp, 16408, S2C, 54.240.166.130:80, 10.0.0.45:56171, 1:44416:3, allow
07/26-14:04:31.715349, 515969, TCP, stream_tcp, 16334, S2C, 54.240.166.130:80, 10.0.0.45:56171, 1:44416:3, allow
07/26-14:04:31.601645, 515975, TCP, stream_tcp, 16351, S2C, 54.240.166.130:80, 10.0.0.45:56174, 1:44416:3, allow
07/26-14:04:31.718606, 516034, TCP, stream_tcp, 16357, S2C, 54.240.166.130:80, 10.0.0.45:56171, 1:44416:3, allow
07/26-14:04:31.722287, 516040, TCP, stream_tcp, 16334, S2C, 54.240.166.130:80, 10.0.0.45:56174, 1:44416:3, allow
07/26-14:04:31.766773, 516047, TCP, stream_tcp, 16382, S2C, 54.240.166.130:80, 10.0.0.45:56171, 1:44416:3, allow
07/26-14:04:31.703741, 516051, TCP, stream_tcp, 16411, S2C, 54.240.166.130:80, 10.0.0.45:56173, 1:44416:3, allow
07/26-14:04:31.641916, 516066, TCP, stream_tcp, 16378, S2C, 54.240.166.130:80, 10.0.0.45:56243, 1:44416:3, allow
07/26-14:04:31.776439, 516083, TCP, stream_tcp, 16413, S2C, 54.240.166.130:80, 10.0.0.45:56171, 1:44416:3, allow
07/26-14:04:31.828341, 516092, TCP, stream_tcp, 16336, S2C, 54.240.166.130:80, 10.0.0.45:56171, 1:44416:3, allow
07/26-14:04:31.773311, 516111, TCP, stream_tcp, 16397, S2C, 54.240.166.130:80, 10.0.0.45:56174, 1:44416:3, allow
07/26-14:04:31.788645, 516119, TCP, stream_tcp, 16362, S2C, 54.240.166.130:80, 10.0.0.45:56173, 1:44416:3, allow
07/26-14:04:31.833016, 516131, TCP, stream_tcp, 10176, S2C, 54.240.166.130:80, 10.0.0.45:56171, 1:44416:3, allow
07/26-14:04:31.797337, 516140, TCP, stream_tcp, 16337, S2C, 54.240.166.130:80, 10.0.0.45:56243, 1:44416:3, allow
07/26-14:04:31.840019, 516160, TCP, stream_tcp, 16349, S2C, 54.240.166.130:80, 10.0.0.45:56174, 1:44416:3, allow
07/26-14:04:31.843300, 516170, TCP, stream_tcp, 16327, S2C, 54.240.166.130:80, 10.0.0.45:56173, 1:44416:3, allow
07/26-14:04:31.853018, 516186, TCP, stream_tcp, 16356, S2C, 54.240.166.130:80, 10.0.0.45:56243, 1:44416:3, allow
07/26-14:04:31.890466, 516203, TCP, stream_tcp, 16372, S2C, 54.240.166.130:80, 10.0.0.45:56174, 1:44416:3, allow
07/26-14:04:31.893365, 516209, TCP, stream_tcp, 16439, S2C, 54.240.166.130:80, 10.0.0.45:56173, 1:44416:3, allow
07/26-14:04:31.901788, 516224, TCP, stream_tcp, 14450, S2C, 54.240.166.130:80, 10.0.0.45:56243, 1:44416:3, allow
07/26-14:04:31.943083, 516248, TCP, stream_tcp, 16333, S2C, 54.240.166.130:80, 10.0.0.45:56174, 1:44416:3, allow
07/26-14:04:31.990161, 516264, TCP, stream_tcp, 11397, S2C, 54.240.166.130:80, 10.0.0.45:56174, 1:44416:3, allow
07/26-14:04:31.949815, 516266, TCP, stream_tcp, 16342, S2C, 54.240.166.130:80, 10.0.0.45:56173, 1:44416:3, allow
07/26-14:04:32.008946, 516285, TCP, stream_tcp, 16345, S2C, 54.240.166.130:80, 10.0.0.45:56173, 1:44416:3, allow
07/26-14:04:32.051781, 516288, TCP, stream_tcp, 3374, S2C, 54.240.166.130:80, 10.0.0.45:56173, 1:44416:3, allow
07/26-14:04:31.108613, 516316, TCP, stream_tcp, 16334, S2C, 54.240.166.130:80, 10.0.0.45:56172, 1:44416:3, allow
07/26-14:04:32.274902, 516382, TCP, stream_tcp, 16388, S2C, 54.240.166.130:80, 10.0.0.45:56243, 1:44416:3, allow
07/26-14:04:32.283704, 516386, TCP, stream_tcp, 16344, S2C, 54.240.166.130:80, 10.0.0.45:56174, 1:44416:3, allow
07/26-14:04:32.228731, 516389, TCP, stream_tcp, 16338, S2C, 54.240.166.130:80, 10.0.0.45:56172, 1:44416:3, allow
07/26-14:04:32.293601, 516389, TCP, stream_tcp, 5237, S2C, 54.240.166.130:80, 10.0.0.45:56172, 1:44416:3, allow
07/26-14:04:32.268542, 516392, TCP, stream_tcp, 16360, S2C, 54.240.166.130:80, 10.0.0.45:56173, 1:44416:3, allow
07/26-14:04:32.317745, 516414, TCP, stream_tcp, 16402, S2C, 54.240.166.130:80, 10.0.0.45:56173, 1:44416:3, allow
07/26-14:04:32.280939, 516421, TCP, stream_tcp, 16413, S2C, 54.240.166.130:80, 10.0.0.45:56243, 1:44416:3, allow
07/26-14:04:32.292691, 516436, TCP, stream_tcp, 16382, S2C, 54.240.166.130:80, 10.0.0.45:56174, 1:44416:3, allow
07/26-14:04:32.340302, 516458, TCP, stream_tcp, 10073, S2C, 54.240.166.130:80, 10.0.0.45:56243, 1:44416:3, allow
07/26-14:04:32.338677, 516463, TCP, stream_tcp, 16343, S2C, 54.240.166.130:80, 10.0.0.45:56173, 1:44416:3, allow
07/26-14:04:32.347223, 516470, TCP, stream_tcp, 16366, S2C, 54.240.166.130:80, 10.0.0.45:56174, 1:44416:3, allow
07/26-14:04:32.383232, 516480, TCP, stream_tcp, 2913, S2C, 54.240.166.130:80, 10.0.0.45:56173, 1:44416:3, allow
07/26-14:04:32.394506, 516490, TCP, stream_tcp, 16338, S2C, 54.240.166.130:80, 10.0.0.45:56174, 1:44416:3, allow
07/26-14:04:32.443324, 516504, TCP, stream_tcp, 16382, S2C, 54.240.166.130:80, 10.0.0.45:56174, 1:44416:3, allow
07/26-14:04:32.489770, 516520, TCP, stream_tcp, 16390, S2C, 54.240.166.130:80, 10.0.0.45:56174, 1:44416:3, allow
07/26-14:04:32.534030, 516536, TCP, stream_tcp, 16399, S2C, 54.240.166.130:80, 10.0.0.45:56174, 1:44416:3, allow
07/26-14:04:32.542793, 516556, TCP, stream_tcp, 16359, S2C, 54.240.166.130:80, 10.0.0.45:56174, 1:44416:3, allow
07/26-14:04:32.590621, 516568, TCP, stream_tcp, 16419, S2C, 54.240.166.130:80, 10.0.0.45:56174, 1:44416:3, allow
07/26-14:04:32.634875, 516578, TCP, stream_tcp, 10557, S2C, 54.240.166.130:80, 10.0.0.45:56174, 1:44416:3, allow
07/26-14:04:34.978502, 516584, TCP, stream_tcp, 784, C2S, 10.0.0.45:56161, 176.32.98.166:80, 1:29957:6, allow
07/26-14:04:34.981747, 516588, TCP, stream_tcp, 784, C2S, 10.0.0.45:56160, 176.32.98.166:80, 1:29957:6, allow
07/26-14:04:39.802135, 517095, TCP, stream_tcp, 828, C2S, 10.0.0.45:56160, 176.32.98.166:80, 1:29957:6, allow
07/26-14:04:42.663732, 517122, TCP, stream_tcp, 352, C2S, 10.0.0.45:56245, 52.7.174.160:80, 1:29957:6, allow
07/26-14:04:42.927090, 517132, TCP, stream_tcp, 352, C2S, 10.0.0.45:56246, 52.7.174.160:80, 1:29957:6, allow
07/26-14:04:45.513668, 517145, TCP, stream_tcp, 352, C2S, 10.0.0.45:56247, 52.7.174.160:80, 1:29957:6, allow
07/26-14:04:45.851364, 517155, TCP, stream_tcp, 352, C2S, 10.0.0.45:56248, 52.7.174.160:80, 1:29957:6, allow
07/26-14:04:46.372972, 517161, UDP, raw, 161, C2S, 10.0.0.45:63243, 239.255.255.250:1900, 1:1917:16, allow
07/26-14:04:46.372999, 517162, UDP, raw, 161, C2S, 10.0.0.45:63243, 239.255.255.250:1900, 1:1917:16, allow
07/26-14:04:46.827757, 517166, TCP, stream_tcp, 828, C2S, 10.0.0.45:56160, 176.32.98.166:80, 1:29957:6, allow
07/26-14:04:49.408587, 517190, UDP, raw, 161, C2S, 10.0.0.45:63243, 239.255.255.250:1900, 1:1917:16, allow
07/26-14:04:49.408628, 517191, UDP, raw, 161, C2S, 10.0.0.45:63243, 239.255.255.250:1900, 1:1917:16, allow
07/26-14:04:52.465481, 517217, UDP, raw, 161, C2S, 10.0.0.45:63243, 239.255.255.250:1900, 1:1917:16, allow
07/26-14:04:52.465509, 517218, UDP, raw, 161, C2S, 10.0.0.45:63243, 239.255.255.250:1900, 1:1917:16, allow
07/26-14:04:53.865095, 517248, TCP, stream_tcp, 828, C2S, 10.0.0.45:56160, 176.32.98.166:80, 1:29957:6, allow
07/26-14:04:55.510020, 517254, UDP, raw, 161, C2S, 10.0.0.45:63243, 239.255.255.250:1900, 1:1917:16, allow
07/26-14:04:55.510051, 517255, UDP, raw, 161, C2S, 10.0.0.45:63243, 239.255.255.250:1900, 1:1917:16, allow
07/26-14:04:58.513108, 517288, UDP, raw, 161, C2S, 10.0.0.45:63243, 239.255.255.250:1900, 1:1917:16, allow
07/26-14:04:58.513134, 517289, UDP, raw, 161, C2S, 10.0.0.45:63243, 239.255.255.250:1900, 1:1917:16, allow
07/26-14:05:01.545055, 517313, UDP, raw, 161, C2S, 10.0.0.45:63243, 239.255.255.250:1900, 1:1917:16, allow
07/26-14:05:01.545082, 517314, UDP, raw, 161, C2S, 10.0.0.45:63243, 239.255.255.250:1900, 1:1917:16, allow
07/26-14:05:33.389123, 517576, UDP, raw, 145, S2C, 8.8.8.8:53, 10.0.0.45:62318, 1:254:16, allow
07/26-14:05:33.849688, 517607, UDP, raw, 192, S2C, 8.8.8.8:53, 10.0.0.45:50534, 1:254:16, allow
07/26-14:07:03.924127, 518198, UDP, raw, 192, S2C, 8.8.8.8:53, 10.0.0.45:62272, 1:254:16, allow
07/26-14:07:22.588521, 518280, ICMP, raw, 223, C2S, 10.0.0.45:0, 8.8.8.8:0, 1:402:16, allow
07/26-14:07:23.358416, 518318, ICMP, raw, 223, C2S, 10.0.0.45:0, 8.8.8.8:0, 1:402:16, allow
07/26-14:07:23.426107, 518319, UDP, raw, 145, S2C, 8.8.8.8:53, 10.0.0.45:60194, 1:254:16, allow
07/26-14:08:18.872113, 518588, UDP, raw, 192, S2C, 8.8.8.8:53, 10.0.0.45:50160, 1:254:16, allow
07/26-14:08:29.421294, 518663, UDP, raw, 145, S2C, 8.8.8.8:53, 10.0.0.45:49380, 1:254:16, allow
07/26-14:09:39.633221, 519015, UDP, raw, 90, S2C, 8.8.8.8:53, 10.0.0.45:49548, 1:254:16, allow
07/26-14:10:03.096965, 519072, ICMP, raw, 170, C2S, 79.157.33.11:0, 10.0.0.45:0, 1:399:9, allow
07/26-14:10:03.097527, 519073, ICMP, raw, 170, C2S, 79.157.33.11:0, 10.0.0.45:0, 1:399:9, allow
07/26-14:10:09.131199, 519086, ICMP, raw, 170, C2S, 79.157.33.11:0, 10.0.0.45:0, 1:399:9, allow
07/26-14:10:41.872848, 519154, UDP, raw, 192, S2C, 8.8.8.8:53, 10.0.0.45:55476, 1:254:16, allow
07/26-14:10:59.046114, 519205, UDP, raw, 161, C2S, 10.0.0.45:63243, 239.255.255.250:1900, 1:1917:16, allow
07/26-14:10:59.046151, 519206, UDP, raw, 161, C2S, 10.0.0.45:63243, 239.255.255.250:1900, 1:1917:16, allow
07/26-14:11:02.055460, 519219, UDP, raw, 161, C2S, 10.0.0.45:63243, 239.255.255.250:1900, 1:1917:16, allow
07/26-14:11:02.055497, 519220, UDP, raw, 161, C2S, 10.0.0.45:63243, 239.255.255.250:1900, 1:1917:16, allow
07/26-14:11:05.177558, 519223, UDP, raw, 161, C2S, 10.0.0.45:63243, 239.255.255.250:1900, 1:1917:16, allow
07/26-14:11:05.177588, 519224, UDP, raw, 161, C2S, 10.0.0.45:63243, 239.255.255.250:1900, 1:1917:16, allow
07/26-14:11:08.232576, 519231, UDP, raw, 161, C2S, 10.0.0.45:63243, 239.255.255.250:1900, 1:1917:16, allow
07/26-14:11:08.232615, 519232, UDP, raw, 161, C2S, 10.0.0.45:63243, 239.255.255.250:1900, 1:1917:16, allow
07/26-14:11:11.328815, 519243, UDP, raw, 161, C2S, 10.0.0.45:63243, 239.255.255.250:1900, 1:1917:16, allow
07/26-14:11:11.328850, 519244, UDP, raw, 161, C2S, 10.0.0.45:63243, 239.255.255.250:1900, 1:1917:16, allow
07/26-14:11:14.370715, 519256, UDP, raw, 161, C2S, 10.0.0.45:63243, 239.255.255.250:1900, 1:1917:16, allow
07/26-14:11:14.370752, 519257, UDP, raw, 161, C2S, 10.0.0.45:63243, 239.255.255.250:1900, 1:1917:16, allow
07/26-14:11:32.205735, 519287, UDP, raw, 76, S2C, 8.8.8.8:53, 10.0.0.45:54824, 1:254:16, allow
07/26-14:11:46.808441, 519349, UDP, raw, 83, S2C, 8.8.8.8:53, 10.0.0.45:54375, 1:254:16, allow
07/26-14:11:47.362928, 519379, UDP, raw, 79, S2C, 8.8.8.8:53, 10.0.0.45:62719, 1:254:16, allow
07/26-14:11:47.835582, 519430, TCP, stream_tcp, 5116, S2C, 205.251.242.54:80, 10.0.0.45:56314, 1:17494:10, allow
07/26-14:11:48.546442, 519533, TCP, stream_tcp, 16411, S2C, 23.62.237.89:80, 10.0.0.45:56327, 1:44416:3, allow
07/26-14:11:48.558094, 519533, TCP, stream_tcp, 1679, S2C, 23.62.237.89:80, 10.0.0.45:56327, 1:44416:3, allow
07/26-14:11:48.644256, 519559, TCP, stream_tcp, 4271, S2C, 23.62.237.89:80, 10.0.0.45:56327, 1:44416:3, allow
07/26-14:11:48.780784, 519569, TCP, stream_tcp, 1480, S2C, 23.62.237.89:80, 10.0.0.45:56327, 1:44416:3, allow
07/26-14:11:48.791601, 519572, TCP, stream_tcp, 730, S2C, 23.62.237.89:80, 10.0.0.45:56328, 1:44416:3, allow
07/26-14:11:48.869964, 519599, TCP, stream_tcp, 16372, S2C, 23.62.237.89:80, 10.0.0.45:56329, 1:44416:3, allow
07/26-14:11:48.875876, 519604, TCP, stream_tcp, 8210, S2C, 23.62.237.89:80, 10.0.0.45:56329, 1:44416:3, allow
07/26-14:11:48.858846, 519688, TCP, stream_tcp, 991, S2C, 23.62.237.89:80, 10.0.0.45:56327, 1:44416:3, allow
07/26-14:11:50.249229, 519950, UDP, raw, 81, S2C, 8.8.8.8:53, 10.0.0.45:65361, 1:254:16, allow
07/26-14:11:51.388633, 519965, UDP, raw, 71, S2C, 8.8.8.8:53, 10.0.0.45:63225, 1:254:16, allow
07/26-14:11:51.871646, 519970, UDP, raw, 84, S2C, 8.8.8.8:53, 10.0.0.45:63839, 1:254:16, allow
07/26-14:11:51.896460, 519971, UDP, raw, 202, S2C, 8.8.8.8:53, 10.0.0.45:50784, 1:254:16, allow
07/26-14:11:52.340339, 519996, UDP, raw, 76, S2C, 8.8.8.8:53, 10.0.0.45:52502, 1:254:16, allow
07/26-14:11:52.341220, 519997, UDP, raw, 75, S2C, 8.8.8.8:53, 10.0.0.45:55955, 1:254:16, allow
07/26-14:11:52.378237, 520029, TCP, stream_tcp, 16377, S2C, 23.62.237.89:80, 10.0.0.45:56329, 1:44416:3, allow
07/26-14:11:52.382237, 520031, TCP, stream_tcp, 16408, S2C, 23.62.237.89:80, 10.0.0.45:56329, 1:44416:3, allow
07/26-14:11:52.386769, 520064, TCP, stream_tcp, 16424, S2C, 23.62.237.89:80, 10.0.0.45:56329, 1:44416:3, allow
07/26-14:11:52.447307, 520069, TCP, stream_tcp, 16351, S2C, 23.62.237.89:80, 10.0.0.45:56329, 1:44416:3, allow
07/26-14:11:52.454132, 520069, TCP, stream_tcp, 2550, S2C, 23.62.237.89:80, 10.0.0.45:56329, 1:44416:3, allow
07/26-14:11:52.584512, 520075, UDP, raw, 78, S2C, 8.8.8.8:53, 10.0.0.45:50730, 1:254:16, allow
07/26-14:11:52.707869, 520080, UDP, raw, 78, S2C, 8.8.8.8:53, 10.0.0.45:62239, 1:254:16, allow
07/26-14:11:52.733853, 520083, UDP, raw, 79, S2C, 8.8.8.8:53, 10.0.0.45:53755, 1:254:16, allow
07/26-14:11:52.827510, 520087, UDP, raw, 79, S2C, 8.8.8.8:53, 10.0.0.45:53675, 1:254:16, allow
07/26-14:11:52.893201, 520092, UDP, raw, 79, S2C, 8.8.8.8:53, 10.0.0.45:59659, 1:254:16, allow
07/26-14:11:52.934056, 520097, UDP, raw, 75, S2C, 8.8.8.8:53, 10.0.0.45:62316, 1:254:16, allow
